mk,position,track,streams,url,id,popularity,followers,genres,type
nz,103,Don't Leave,6124,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,2FwJwEswyIUAljqgjNSHgP,77,139641,"edm,pop,post-teen pop,tropical house",artist
au,72,Don't Leave,30500,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,2FwJwEswyIUAljqgjNSHgP,77,139641,"edm,pop,post-teen pop,tropical house",artist
dk,183,Don't Leave,7946,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,2FwJwEswyIUAljqgjNSHgP,77,139641,"edm,pop,post-teen pop,tropical house",artist
ph,190,Chasing Cars,17617,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ,3rIZMv9rysU7JkLzEaC5Jp,72,794618,"indie christmas,irish rock,modern rock,neo mellow,permanent wave,pop,pop christmas,pop rock,rock",artist
sg,178,Chasing Cars,3712,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ,3rIZMv9rysU7JkLzEaC5Jp,72,794618,"indie christmas,irish rock,modern rock,neo mellow,permanent wave,pop,pop christmas,pop rock,rock",artist
cl,191,Persiana Americana,10288,https://open.spotify.com/track/7JZP7kQsuFFWOrtAI7uNiW,7An4yvF7hDYDolN4m5zKBp,77,1034003,"argentine rock,latin alternative,rock en espanol",artist
mx,176,Persiana Americana,40069,https://open.spotify.com/track/7JZP7kQsuFFWOrtAI7uNiW,7An4yvF7hDYDolN4m5zKBp,77,1034003,"argentine rock,latin alternative,rock en espanol",artist
pe,148,Persiana Americana,6857,https://open.spotify.com/track/7JZP7kQsuFFWOrtAI7uNiW,7An4yvF7hDYDolN4m5zKBp,77,1034003,"argentine rock,latin alternative,rock en espanol",artist
fr,102,Tout l'monde s'en fout,34555,https://open.spotify.com/track/7syABtsvHvD3nO7OG91Ani,6qFt3TjvxMt77YGsktWG8Z,70,66761,"francoton,french pop,trap francais",artist
fr,177,Poto,21898,https://open.spotify.com/track/0nhKXS1KL8ffn40Un1q91D,6qFt3TjvxMt77YGsktWG8Z,70,66761,"francoton,french pop,trap francais",artist
fr,34,Mon p'tit loup,64364,https://open.spotify.com/track/0gn0krlJTSSZvnMxh2ITHY,6qFt3TjvxMt77YGsktWG8Z,70,66761,"francoton,french pop,trap francais",artist
fr,81,Toka,41873,https://open.spotify.com/track/2QXNsj3HmqbDqbw0R9F5zo,6qFt3TjvxMt77YGsktWG8Z,70,66761,"francoton,french pop,trap francais",artist
fr,182,Marion Maréchal,21639,https://open.spotify.com/track/3ksnrZfyto1Ill9E3oDHnh,6qFt3TjvxMt77YGsktWG8Z,70,66761,"francoton,french pop,trap francais",artist
mx,191,Llegaste tú (feat. Reykon),37998,https://open.spotify.com/track/79Bm3DTEYuQsDpUVHbSRsL,0haZhu4fFKt0Ag94kZDiz2,67,96069,"latin,latin pop,reggaeton,tropical",artist
tr,175,Drinkee,5590,https://open.spotify.com/track/3REzEumDuXBpQH45WEHAr6,586uxXMyD5ObPuzjtrzO1Q,66,55079,,artist
tr,27,Tekamül,20203,https://open.spotify.com/track/1kM51ZDk6fQJaJd10d7F5h,4T83el9VQDI0zOyU9zcYNq,53,25306,"arabesk,deep turkish pop,turkish pop",artist
uy,160,Dame Bola,1112,https://open.spotify.com/track/7qxgfIAuWUY9VHLn35Sqwg,29W4Fw8TDGfXD7C9EjJkzc,46,10546,"cumbia pop,cumbia villera",artist
fi,106,Rudeboy,12148,https://open.spotify.com/track/4sRkfzJ0Rh57OUkhcHWrps,NA,NA,NA,NA,NA
jp,136,???????,2699,https://open.spotify.com/track/72hy5aHFbC5U6vOF3bwpMv,71hQB5jxdNiHk5gzZRhicQ,47,8431,"anime,japanese r&b",artist
fr,141,Roule,25451,https://open.spotify.com/track/6dbdxneD4mLKDgXJ6GQkJm,2RJBv9wXbW6m539q9NOfW1,65,196853,"francoton,french hip hop,french pop,trap francais",artist
ph,96,Rainbow,29065,https://open.spotify.com/track/3VcVQmMivq2ISfKUmIuvMK,6ZgBJRjJsK1iOJGKGZxEUv,60,31766,"neo mellow,opm,pinoy alternative,pop rock",artist
ph,85,With a Smile,31062,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi,6ZgBJRjJsK1iOJGKGZxEUv,60,31766,"neo mellow,opm,pinoy alternative,pop rock",artist
fi,2,Juna,79578,https://open.spotify.com/track/5fB7KNzDNtTLWAa6D2zcBJ,05qPtpcSltJZLI9sj0qm3B,60,12222,"finnish dance pop,finnish hip hop,finnish pop",artist
fr,176,Skywalker,21963,https://open.spotify.com/track/5B13mNIiknPY2zKCyn1O6L,5olcgTzelGdyP1rHRLyWgs,64,20190,"francoton,french hip hop,trap francais",artist
fr,172,Highlander,22172,https://open.spotify.com/track/7A3rNO7cmVKM3boOmIBwtj,5olcgTzelGdyP1rHRLyWgs,64,20190,"francoton,french hip hop,trap francais",artist
fi,119,The Way I Love Her,10529,https://open.spotify.com/track/3xvZW2TdP5MpFufQRjIEFQ,3zrUX1hQrUB9aXcOiyQLmN,68,28154,"indie poptimism,post-teen pop,teen pop,tropical house",artist
my,152,Call On Me - Ryan Riback Extended,3390,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
tw,156,Call On Me - Ryan Riback Extended,2888,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
at,60,Call On Me - Ryan Riback Extended,4934,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
de,77,Call On Me - Ryan Riback Extended,75458,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
se,74,Call On Me - Ryan Riback Extended,36592,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
es,193,Call On Me - Ryan Riback Extended,17181,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
gb,104,Call On Me - Ryan Riback Extended,59411,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
ie,68,Call On Me - Ryan Riback Extended,6794,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
ph,64,Call On Me - Ryan Riback Extended,41042,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
ca,99,Call On Me - Ryan Riback Extended,28415,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
dk,85,Call On Me - Ryan Riback Extended,14221,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
jp,178,Call On Me - Ryan Riback Extended,2090,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
no,110,Call On Me - Ryan Riback Extended,16717,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
be,62,Call On Me - Ryan Riback Extended,7096,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
hk,158,Call On Me - Ryan Riback Extended,2077,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
au,48,Call On Me - Ryan Riback Extended,60528,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
id,124,Call On Me - Ryan Riback Extended,6202,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
sg,106,Call On Me - Ryan Riback Extended,5371,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
nl,106,Call On Me - Ryan Riback Extended,34928,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
is,45,Call On Me - Ryan Riback Extended,1924,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
pt,103,Call On Me - Ryan Riback Extended,2988,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
gr,67,Call On Me - Ryan Riback Extended,1038,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
ch,50,Call On Me - Ryan Riback Extended,7445,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
cz,62,Call On Me - Ryan Riback Extended,2424,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
nz,64,Call On Me - Ryan Riback Extended,8591,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
it,166,Call On Me - Ryan Riback Extended,17260,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
hu,67,Call On Me - Ryan Riback Extended,1750,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
fr,32,Call On Me - Ryan Riback Extended,65850,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,02A3cEvlLLCbIMVDrK2GHV,77,23731,tropical house,artist
no,94,Bare så du vett det,18997,https://open.spotify.com/track/3KZ0AsCkUgYDagOtAljFn5,4tJ6n38cpgqKuzjSX24BJA,54,4346,norwegian pop,artist
no,156,En Siste Gang,12929,https://open.spotify.com/track/6tt3Na8Vjw1H2fCUcUivi5,2dViR9WphpDpMB3oUiDblq,57,30138,"bubblegum dance,classic norwegian pop,deep pop edm,europop,russelater,tropical house",artist
ph,142,Out of My League,22144,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq,0AvtzKTYleNqdJXoZasQWG,54,8244,"acoustic pop,folk christmas,neo mellow,opm,pop christmas,pop rock,viral pop",artist
sg,121,Just Hold On,4758,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,77AiFEVeAVj2ORpC85QVJs,80,1300059,"big room,dance pop,deep big room,edm,electro house,tropical house",artist
mx,182,Just Hold On,38776,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,77AiFEVeAVj2ORpC85QVJs,80,1300059,"big room,dance pop,deep big room,edm,electro house,tropical house",artist
at,129,Just Hold On,2462,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,77AiFEVeAVj2ORpC85QVJs,80,1300059,"big room,dance pop,deep big room,edm,electro house,tropical house",artist
id,182,Just Hold On,4750,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,77AiFEVeAVj2ORpC85QVJs,80,1300059,"big room,dance pop,deep big room,edm,electro house,tropical house",artist
dk,198,Just Hold On,7476,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,77AiFEVeAVj2ORpC85QVJs,80,1300059,"big room,dance pop,deep big room,edm,electro house,tropical house",artist
pt,141,Just Hold On,2305,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,77AiFEVeAVj2ORpC85QVJs,80,1300059,"big room,dance pop,deep big room,edm,electro house,tropical house",artist
gt,173,Just Hold On,1042,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,77AiFEVeAVj2ORpC85QVJs,80,1300059,"big room,dance pop,deep big room,edm,electro house,tropical house",artist
pe,196,Just Hold On,5704,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,77AiFEVeAVj2ORpC85QVJs,80,1300059,"big room,dance pop,deep big room,edm,electro house,tropical house",artist
my,173,Just Hold On,3098,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,77AiFEVeAVj2ORpC85QVJs,80,1300059,"big room,dance pop,deep big room,edm,electro house,tropical house",artist
ec,166,Just Hold On,1982,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,77AiFEVeAVj2ORpC85QVJs,80,1300059,"big room,dance pop,deep big room,edm,electro house,tropical house",artist
tw,188,Just Hold On,2446,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,77AiFEVeAVj2ORpC85QVJs,80,1300059,"big room,dance pop,deep big room,edm,electro house,tropical house",artist
ie,199,Superstition - Single Version,3168,https://open.spotify.com/track/5lXcSvHRVjQJ3LB2rLKQog,7guDJrEfX3qb6FEbdPA5qi,78,1308303,"classic funk rock,funk,funk rock,motown,quiet storm,soft rock,soul,soul christmas",artist
fi,51,Korjaan sut,21255,https://open.spotify.com/track/6JiU0wPWiTtYKmal32jcDG,6TKvvwslcx2bKwiX2aBxbd,54,54213,"finnish dance pop,finnish hip hop,finnish pop,suomi rock",artist
fi,185,Kyl Sä Tiiät,7179,https://open.spotify.com/track/0M5qjFNV6ABMbzbkYIkmib,4ya5A9ae5bc42tm9ywjXmB,41,3809,"finnish dance pop,finnish pop",artist
gb,65,Big For Your Boots,85054,https://open.spotify.com/track/3uMB82o0qa7erhiZBW9KQC,2SrSdSvpminqmStGELCSNd,80,309641,grime,artist
gb,174,Shut Up,42684,https://open.spotify.com/track/2LPUvD5DDOO4UYGkWgjI2C,2SrSdSvpminqmStGELCSNd,80,309641,grime,artist
ie,146,Big For Your Boots,3967,https://open.spotify.com/track/3uMB82o0qa7erhiZBW9KQC,2SrSdSvpminqmStGELCSNd,80,309641,grime,artist
is,33,Time,2301,https://open.spotify.com/track/3WR3mQ8SDjJgxbdOFrqfca,7yuLFZmY5CuPf81al33Ot2,45,3665,,artist
tr,192,Son Rötu?,5110,https://open.spotify.com/track/7Lda61leEwOksSaW54bBvu,0UyDbmVHKEREbUyFTNc9mf,40,704,,artist
jp,188,MINT,1999,https://open.spotify.com/track/7vi4sPiatwyKXk2ksFzFpN,0O0hxUrO2PKxZknken3R24,54,37436,"j-dance,j-rap,j-rock,japanese city pop",artist
jp,67,STAY TUNE,4137,https://open.spotify.com/track/0albLGvYx6ftOUJ7KF0i5I,0O0hxUrO2PKxZknken3R24,54,37436,"j-dance,j-rap,j-rock,japanese city pop",artist
ph,34,Sila,65885,https://open.spotify.com/track/2IMODbij0lZ5CuAjZi0IDE,0jKQrxK2zHqxyOAyIMrUQt,62,32118,opm,artist
my,196,Harus Aku,2846,https://open.spotify.com/track/2gkQ2yVzaer5qx2NzJnHXh,6KEEEdAqmCL7PYOrjZCnEa,44,4412,,artist
my,148,Aku Sanggup,3445,https://open.spotify.com/track/1fmj1mJzqYMGscgPo1pTYG,5unN32yt6KSsn3Hb1B8Bur,43,926,,artist
is,89,Hey Mamma,1031,https://open.spotify.com/track/3vcHPShfJAFP3TtAAsTHsV,3c55dzx6W0ZFs0frtEgIsm,64,7421,,artist
at,108,Hey Mamma,2729,https://open.spotify.com/track/3vcHPShfJAFP3TtAAsTHsV,3c55dzx6W0ZFs0frtEgIsm,64,7421,,artist
se,41,Hey Mamma,76331,https://open.spotify.com/track/3vcHPShfJAFP3TtAAsTHsV,3c55dzx6W0ZFs0frtEgIsm,64,7421,,artist
be,189,Hey Mamma,3069,https://open.spotify.com/track/3vcHPShfJAFP3TtAAsTHsV,3c55dzx6W0ZFs0frtEgIsm,64,7421,,artist
de,196,Hey Mamma,33495,https://open.spotify.com/track/3vcHPShfJAFP3TtAAsTHsV,3c55dzx6W0ZFs0frtEgIsm,64,7421,,artist
jp,139,????????,2663,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,5M8AXrOifBT8elkLKbGPQZ,50,19801,"anime,j-dance,j-pop,j-rap,j-rock,japanese city pop,japanese r&b",artist
tr,12,Mi Gna (feat. Spitakci Hyko),31458,https://open.spotify.com/track/7tidkZuZ0kgBrnGMwVKH6d,2ZMnWI3oIHyj7MyuZ99gvu,58,4214,,artist
hk,92,????,2876,https://open.spotify.com/track/1Us7HBNaxMEaS4W5IUK882,29Ukw6Kx8IyOABZFklKpaX,51,14466,"c-pop,cantopop,mandopop",artist
hk,96,??,2807,https://open.spotify.com/track/6TNz79kvUVVQSM2EhZQVq8,29Ukw6Kx8IyOABZFklKpaX,51,14466,"c-pop,cantopop,mandopop",artist
hk,41,??,4635,https://open.spotify.com/track/6NBREJ4ZZX9sOOMw2OO8Nv,29Ukw6Kx8IyOABZFklKpaX,51,14466,"c-pop,cantopop,mandopop",artist
dk,156,Hun Blev Bare Så Glad,8649,https://open.spotify.com/track/6dqW9qUD0gS3w8gdo1A6k2,74HomvqoUecDcUPRespyqg,58,62198,"danish hip hop,danish pop,deep danish pop",artist
is,71,Ástin á sér stað,1210,https://open.spotify.com/track/1G3mxGTLXnFBo5ZFuoLvQB,6vZQqLEETz3r5dQFKnatlp,39,802,classic icelandic pop,artist
de,162,Fotzen im Club,36942,https://open.spotify.com/track/3OSjGvo7Cv04JTfZaXnZaL,0tMFcqLXhtm1Gep20iuIR3,69,64594,"deep german hip hop,german hip hop",artist
de,117,Von Party zu Party,48986,https://open.spotify.com/track/4h6UIDvGWTYZvu4BLf2GpO,0tMFcqLXhtm1Gep20iuIR3,69,64594,"deep german hip hop,german hip hop",artist
my,144,Lebih Sempurna,3503,https://open.spotify.com/track/15nIx1HCO08Vml6YYJn17s,5K7M6xiKbPlcekc5fjqbgx,45,2215,,artist
be,70,Turn Your Love Around,6345,https://open.spotify.com/track/5oF1TuOLbzhAvYZnIycfa5,1i9NxPRrKcoW34XTMnvzJy,46,14218,"bubble trance,bubblegum dance,eurodance,europop,hands up",artist
ca,126,Love Galore,23371,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,7tYKF4w9nC0nq9CsPZTHyP,83,319741,"deep indie r&b,indie r&b,pop rap,r&b,rap",artist
us,65,Love Galore,328062,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,7tYKF4w9nC0nq9CsPZTHyP,83,319741,"deep indie r&b,indie r&b,pop rap,r&b,rap",artist
es,61,Sirenas,50760,https://open.spotify.com/track/4unOsvr9C2NqI9aJXrxpCy,40Ippe6JeofRURQ4nbF8DT,67,81711,"spanish pop,spanish rock,trap latino",artist
pl,121,Marmur,6115,https://open.spotify.com/track/0RyvsxeRLp3Kt0TnoCU6an,7CJgLPEqiIRuneZSolpawQ,62,61986,,artist
pl,146,?yrandol,5409,https://open.spotify.com/track/4bHksfxtzbc8De3rAYEOT4,7CJgLPEqiIRuneZSolpawQ,62,61986,,artist
pl,82,Wiatr,8182,https://open.spotify.com/track/7oG89V4J5UjVnihGNyRFTg,7CJgLPEqiIRuneZSolpawQ,62,61986,,artist
pl,164,Wszystko Jedno,5102,https://open.spotify.com/track/0bdeLFRIziXGqXdz5UJDb0,7CJgLPEqiIRuneZSolpawQ,62,61986,,artist
pl,89,Nast?pna stacja,7651,https://open.spotify.com/track/3D0E9oVbTGMmo3SSAAvXdj,7CJgLPEqiIRuneZSolpawQ,62,61986,,artist
pl,74,Deszcz Na Betonie,8534,https://open.spotify.com/track/5K88aW0YcTXmmn4ooXzqyz,7CJgLPEqiIRuneZSolpawQ,62,61986,,artist
pl,126,6 Zer,5913,https://open.spotify.com/track/4Ma6BKjPSCS0rGzjdLqObi,7CJgLPEqiIRuneZSolpawQ,62,61986,,artist
my,89,Di Sana Cinta Di Sini Rindu,4994,https://open.spotify.com/track/3XI2m6F7r5Wg61dx8RZM3Q,5R3bXZA74wEH9GGKWBHd0v,48,3081,,artist
my,122,Sedalam-Dalam Rindu,3811,https://open.spotify.com/track/6Rp7udnk6KsyeRLahxLc7D,5R3bXZA74wEH9GGKWBHd0v,48,3081,,artist
it,77,L'esercito del selfie,34467,https://open.spotify.com/track/28I8isBTQdyl3LTtAAQofp,76UCIJTB0jcJvBaL0CdIqx,57,399,italian arena pop,artist
cr,180,Unapologetic,2109,https://open.spotify.com/track/4PymlxptfDiofHNvixDiRj,0vL0HKEtNHGobKmDNarMFQ,51,38752,"dancehall,lovers rock,reggae fusion,roots reggae",artist
tr,26,Beni Çok Sev,20439,https://open.spotify.com/track/0uyWiTVblh6pV6JQlIe72e,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,100,Sevdam Tek Nefes,8178,https://open.spotify.com/track/1dcerJjruK4hbsTY77c4gQ,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,90,Hodri Meydan,8959,https://open.spotify.com/track/1gpCQoVF0ay3fB81Cl3h7T,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,65,Kedi Gibi,11453,https://open.spotify.com/track/1BfpV5h16V1Gtr41GEF9cO,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,149,Cuppa,6496,https://open.spotify.com/track/0dTSbGk8w49CXAwm8kf69c,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,155,O Sevi?meler,6278,https://open.spotify.com/track/38UkURpzuKLqZahVFBfajV,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,80,Biz Çocukken,9656,https://open.spotify.com/track/0Q0PL7xuNSPMvkQenAFOZ8,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,176,Affedin Bizi Çocuklar,5581,https://open.spotify.com/track/2DpXeUkymwh8n0AGwSPTaA,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,78,Her ?ey Fani,9862,https://open.spotify.com/track/2Ij8jW4TpnIiTALy4s2AfF,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,2,Yolla,57297,https://open.spotify.com/track/1vZAYNFTcxzrnooQUw5zKD,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,153,Ac?mas?z,6453,https://open.spotify.com/track/1bvzL4x8KM2p4c5RRnrlHh,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,97,Bal Küpü,8569,https://open.spotify.com/track/1CSwg8AFCGOIgRukZqOMqA,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,59,Ben Senin,12154,https://open.spotify.com/track/3rzHaQ3Ra6vO4F41M9cHaQ,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,57,Çok A?lad?m,12484,https://open.spotify.com/track/2PcgacRsXGnJkrTLPgjBa5,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
tr,40,Çay Simit,16873,https://open.spotify.com/track/1nj5BJdWfGBtag0Kl0iH2z,2yMN0IP20GOaN6q0p0zL5k,69,123751,turkish pop,artist
au,187,Jungle,15909,https://open.spotify.com/track/7ol59kVwq3DQyyjKZ2DRzy,6zVFRTB0Y1whWyH7ZNmywf,67,130495,deep australian indie,artist
ph,200,Love Story,16854,https://open.spotify.com/track/1vrd6UOGamcKNGnSHJQlSt,06HL4z0CvFAxyc27GXpf02,90,5906730,"dance pop,pop,pop christmas,post-teen pop",artist
ie,179,Shake It Off,3346,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD,06HL4z0CvFAxyc27GXpf02,90,5906730,"dance pop,pop,pop christmas,post-teen pop",artist
sg,172,Love Story,3755,https://open.spotify.com/track/1vrd6UOGamcKNGnSHJQlSt,06HL4z0CvFAxyc27GXpf02,90,5906730,"dance pop,pop,pop christmas,post-teen pop",artist
jp,142,Shake It Off,2621,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD,06HL4z0CvFAxyc27GXpf02,90,5906730,"dance pop,pop,pop christmas,post-teen pop",artist
se,175,Shake It Off,20078,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD,06HL4z0CvFAxyc27GXpf02,90,5906730,"dance pop,pop,pop christmas,post-teen pop",artist
pl,186,#CTZK,4730,https://open.spotify.com/track/6REh3pyFQXiOjxhQs9DM2b,06D0Fukg4SjXsX1DhwSDgy,55,6828,polish hip hop,artist
se,102,"Sol, vind och vatten",27694,https://open.spotify.com/track/7pvNKtULtDZcEAUBCjpykV,6zpub6jbY6CdrcqQsDq8P4,63,94529,"classic swedish pop,danspunk,europop,swedish folk pop,swedish idol pop,swedish indie rock,swedish pop",artist
se,172,"Oh, vilken härlig da'",20212,https://open.spotify.com/track/4luq9irzpClkmCYfHmlRyh,6zpub6jbY6CdrcqQsDq8P4,63,94529,"classic swedish pop,danspunk,europop,swedish folk pop,swedish idol pop,swedish indie rock,swedish pop",artist
it,149,Lingerie,18527,https://open.spotify.com/track/4INw5bY2hmzLmvrZ4eYXY8,1AgAVqo74e2q4FVvg0xpT7,67,44082,,artist
it,70,Wasabi 2.0,38965,https://open.spotify.com/track/7KFV8DknfdYkdCNuAAChoc,1AgAVqo74e2q4FVvg0xpT7,67,44082,,artist
us,150,From The D To The A (feat. Lil Yachty),188040,https://open.spotify.com/track/2NyrXRn4tancYPW6JwtTl2,6AUl0ykLLpvTktob97x9hO,77,144130,"dwn trap,pop rap,rap,southern hip hop,trap music",artist
us,84,First Day Out,283530,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z,6AUl0ykLLpvTktob97x9hO,77,144130,"dwn trap,pop rap,rap,southern hip hop,trap music",artist
fi,186,Pämppää,7167,https://open.spotify.com/track/5t7rDlqL7Ji3BrpOJFKBCr,3zh3U2eQ64EhBFbJuxgf1M,61,20398,"finnish dance pop,finnish hip hop,finnish pop",artist
fi,142,Lähiöunelmii,8895,https://open.spotify.com/track/0GhvfuOgTbG7uzjQDUws14,3zh3U2eQ64EhBFbJuxgf1M,61,20398,"finnish dance pop,finnish hip hop,finnish pop",artist
fi,34,Sit Mennää,32243,https://open.spotify.com/track/1QKbpfbXQP1NY4xy6wpxJA,3zh3U2eQ64EhBFbJuxgf1M,61,20398,"finnish dance pop,finnish hip hop,finnish pop",artist
fi,82,Arvon Leidit,15117,https://open.spotify.com/track/5bcjHhl0JgWet9jrSGNmIl,3zh3U2eQ64EhBFbJuxgf1M,61,20398,"finnish dance pop,finnish hip hop,finnish pop",artist
fi,116,Hubba Bubba,10777,https://open.spotify.com/track/1XjMCUz7uwqZ1gdvbbyKtq,3zh3U2eQ64EhBFbJuxgf1M,61,20398,"finnish dance pop,finnish hip hop,finnish pop",artist
id,89,You,8043,https://open.spotify.com/track/4ilwLEDlMXGEVmMAAEJavA,5Tl7XjM9Y7Q2D9eIHz5GTO,51,6346,"indonesian indie,indonesian pop,world worship",artist
id,138,I Will Fly,5765,https://open.spotify.com/track/0IpMEZdKu7FB5KOpNEg8x3,5Tl7XjM9Y7Q2D9eIHz5GTO,51,6346,"indonesian indie,indonesian pop,world worship",artist
tr,184,Bana Öyle Bakma,5322,https://open.spotify.com/track/4DDMXN0aa2RLeR51FX186y,40KlwpvpKEQtZTJgbml8lT,60,106575,"turkish jazz,turkish pop,turkish rock",artist
tr,174,Kupa K?z? Ve Sinek Valesi,5601,https://open.spotify.com/track/0lX83giId8IqjzbZg2tP5B,40KlwpvpKEQtZTJgbml8lT,60,106575,"turkish jazz,turkish pop,turkish rock",artist
